City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain Inches(last 3 hrs),Snow Inches(last 3 hrs)
232,Bone,DE,2020-02-22 06:42:25,51.97,12.14,42.01,78,20,13.87,few clouds,0.0,0.0
233,Tarut,SA,2020-02-22 06:42:25,26.57,50.04,69.8,52,0,3.62,clear sky,0.0,0.0
234,Seydi,TM,2020-02-22 06:42:25,39.48,62.91,48.33,64,0,1.05,clear sky,0.0,0.0
235,Vavozh,RU,2020-02-22 06:42:26,56.78,51.93,32.97,98,97,6.2,light snow,0.0,0.25
236,Guayaramerin,BO,2020-02-22 06:42:26,-10.84,-65.36,72.88,99,100,3.06,moderate rain,3.88,0.0
237,Lavrentiya,RU,2020-02-22 06:42:26,65.58,-171.0,-13.67,88,94,1.72,overcast clouds,0.0,0.0
238,Beidao,CN,2020-02-22 06:42:27,34.57,105.89,52.97,36,0,6.04,clear sky,0.0,0.0
239,Erie,US,2020-02-22 06:42:27,42.77,-78.67,32.0,63,1,28.86,clear sky,0.0,0.0
240,Djambala,CG,2020-02-22 06:42:27,-2.54,14.75,74.82,80,100,1.74,overcast clouds,0.0,0.0
241,Rodrigues Alves,BR,2020-02-22 06:42:27,-7.74,-72.65,74.26,95,100,2.53,light rain,0.37,0.0
242,Dingle,PH,2020-02-22 06:42:28,11.0,122.67,79.56,75,62,19.15,light rain,1.06,0.0
243,Thompson,CA,2020-02-22 06:39:20,55.74,-97.86,23.0,79,20,3.36,few clouds,0.0,0.0
244,Bengkulu,ID,2020-02-22 06:42:28,-3.8,102.27,89.87,53,6,4.16,clear sky,0.0,0.0
245,Sinnamary,GF,2020-02-22 06:42:28,5.38,-52.95,79.07,87,62,13.56,light rain,0.5,0.0
246,Saskylakh,RU,2020-02-22 06:42:29,71.92,114.08,-9.89,96,99,8.39,overcast clouds,0.0,0.0
247,Port Pirie,AU,2020-02-22 06:42:29,-33.18,138.02,80.6,39,0,12.75,clear sky,0.0,0.0
248,Codrington,AU,2020-02-22 06:42:29,-38.27,141.97,60.15,72,56,13.8,broken clouds,0.0,0.0
249,Tall Kayf,TR,2020-02-22 06:42:29,37.08,41.07,53.6,81,75,11.41,mist,0.0,0.0
250,Constitucion,CL,2020-02-22 06:42:29,-35.33,-72.42,51.46,92,0,4.45,clear sky,0.0,0.0
251,Altamira,BR,2020-02-22 06:42:30,-3.2,-52.21,72.84,92,90,1.95,overcast clouds,0.0,0.0
252,Bulgan,MN,2020-02-22 06:42:30,48.81,103.53,24.46,62,26,4.14,scattered clouds,0.0,0.0
253,Pangnirtung,CA,2020-02-22 06:42:30,66.15,-65.71,-34.2,97,72,0.69,broken clouds,0.0,0.0
254,Marshall,US,2020-02-22 06:42:30,34.38,-86.33,30.99,68,1,4.7,clear sky,0.0,0.0
255,Maceio,BR,2020-02-22 06:41:00,-9.67,-35.74,77.0,94,75,3.36,broken clouds,0.0,0.0
256,Husavik,IS,2020-02-22 06:42:31,66.04,-17.34,27.93,92,100,15.59,snow,0.0,1.87
257,Warrington,GB,2020-02-22 06:42:31,53.39,-2.58,52.0,76,75,27.51,light rain,0.0,0.0
258,Norman Wells,CA,2020-02-22 06:42:31,65.28,-126.83,5.0,84,75,2.24,light snow,0.0,0.0
259,Saquena,PE,2020-02-22 06:42:32,-4.67,-73.52,75.87,86,65,2.84,broken clouds,0.0,0.0
260,Tromso,NO,2020-02-22 06:42:32,69.65,18.96,39.2,55,75,58.61,broken clouds,0.0,0.0
261,Netarhat,IN,2020-02-22 06:42:32,23.48,84.27,83.59,27,0,6.64,clear sky,0.0,0.0
262,North Myrtle Beach,US,2020-02-22 06:42:32,33.82,-78.68,30.2,86,1,4.7,clear sky,0.0,0.0
263,Hualmay,PE,2020-02-22 06:42:32,-11.1,-77.61,72.64,71,100,2.1,overcast clouds,0.0,0.0
264,Fairbanks,US,2020-02-22 06:40:03,64.84,-147.72,14.0,78,75,1.1,broken clouds,0.0,0.0
265,San Angelo,US,2020-02-22 06:42:33,31.46,-100.44,43.0,80,1,3.36,clear sky,0.0,0.0
266,Santa Helena,BR,2020-02-22 06:42:33,-2.23,-45.3,72.97,99,100,1.7,moderate rain,3.13,0.0
267,Esperance,AU,2020-02-22 06:42:33,-33.87,121.9,86.0,30,40,6.93,scattered clouds,0.0,0.0
268,Arona,ES,2020-02-22 06:42:34,28.1,-16.68,59.0,58,0,1.12,clear sky,0.0,0.0
269,Pak Phanang,TH,2020-02-22 06:42:34,8.35,100.2,86.0,74,40,12.75,light rain,0.0,0.0
270,Sao Jose De Ribamar,BR,2020-02-22 06:42:34,-2.56,-44.05,75.2,100,90,4.7,fog,0.0,0.0
271,Chupa,RU,2020-02-22 06:42:34,66.27,33.05,32.83,90,95,16.42,overcast clouds,0.0,0.0
272,Waddan,LY,2020-02-22 06:42:34,29.16,16.14,48.83,75,0,6.85,clear sky,0.0,0.0
273,Bar Harbor,US,2020-02-22 06:42:35,44.39,-68.2,33.01,58,1,6.93,clear sky,0.0,0.0
274,Fairlie,GB,2020-02-22 06:42:35,55.76,-4.86,42.8,75,87,27.51,moderate rain,0.0,0.0
275,Torrington,US,2020-02-22 06:42:35,41.8,-73.12,30.99,38,1,8.05,clear sky,0.0,0.0
276,Belaya Gora,RU,2020-02-22 06:42:36,68.53,146.42,-13.14,92,90,1.72,overcast clouds,0.0,0.0
277,Ketchikan,US,2020-02-22 06:42:36,55.34,-131.65,35.6,91,90,5.82,overcast clouds,0.0,0.0
278,Basco,PH,2020-02-22 06:42:36,20.45,121.97,74.05,72,7,20.27,clear sky,0.0,0.0
279,Urusha,RU,2020-02-22 06:42:36,54.05,122.9,11.39,83,84,3.2,broken clouds,0.0,0.0
280,Caidian,CN,2020-02-22 06:42:37,30.58,114.03,60.8,59,0,6.71,haze,0.0,0.0
281,Nemuro,JP,2020-02-22 06:42:37,43.32,145.57,33.8,74,75,6.93,broken clouds,0.0,0.0
282,Sunbury,AU,2020-02-22 06:40:13,-37.58,144.73,73.99,52,20,12.75,few clouds,0.0,0.0
283,Vydrino,RU,2020-02-22 06:42:37,51.48,104.85,22.53,89,100,5.06,overcast clouds,0.0,0.0
284,Bathsheba,BB,2020-02-22 06:42:38,13.22,-59.52,77.0,73,20,10.29,few clouds,0.0,0.0
285,Florianopolis,BR,2020-02-22 06:42:38,-27.61,-48.5,69.01,68,100,11.41,overcast clouds,0.0,0.0
286,Bajil,YE,2020-02-22 06:42:38,15.06,43.29,72.63,80,59,3.8,broken clouds,0.0,0.0
287,Troitsko-Pechorsk,RU,2020-02-22 06:42:39,62.71,56.2,22.53,92,100,8.9,overcast clouds,0.0,0.0
288,Dunedin,NZ,2020-02-22 06:38:48,-45.87,170.5,55.99,68,91,1.01,overcast clouds,0.0,0.0
289,Barreiras,BR,2020-02-22 06:42:39,-12.15,-44.99,68.38,86,87,2.3,overcast clouds,0.0,0.0
290,Sola,VU,2020-02-22 06:42:40,-13.88,167.55,84.2,74,75,5.82,broken clouds,0.0,0.0
291,Margate,GB,2020-02-22 06:42:40,51.38,1.39,51.01,81,75,21.92,light rain,0.0,0.0
292,Eirunepe,BR,2020-02-22 06:42:40,-6.66,-69.87,74.5,97,100,2.55,light rain,0.25,0.0
293,Taltal,CL,2020-02-22 06:42:40,-25.4,-70.48,58.84,89,48,3.44,scattered clouds,0.0,0.0
294,Port Blair,IN,2020-02-22 06:42:41,11.67,92.75,81.73,74,0,15.88,clear sky,0.0,0.0
295,Kodiak,US,2020-02-22 06:42:41,57.79,-152.41,19.4,48,20,38.21,few clouds,0.0,0.0
296,Sao Felix Do Xingu,BR,2020-02-22 06:42:41,-6.64,-51.99,70.7,99,100,1.12,overcast clouds,0.0,0.0
297,Bonnyville,CA,2020-02-22 06:42:41,54.27,-110.73,30.2,58,40,6.93,scattered clouds,0.0,0.0
298,Nan,TH,2020-02-22 06:42:41,18.83,100.67,86.0,40,20,3.36,few clouds,0.0,0.0
299,Saint-Augustin,CA,2020-02-22 06:42:42,51.23,-58.65,5.74,96,40,9.64,scattered clouds,0.0,0.0
300,Najran,SA,2020-02-22 06:42:42,17.49,44.13,68.0,40,50,4.7,scattered clouds,0.0,0.0
301,San Francisco,US,2020-02-22 06:40:40,37.77,-122.42,62.6,44,75,5.82,broken clouds,0.0,0.0
302,Boulder City,US,2020-02-22 06:42:42,35.98,-114.83,57.2,32,1,2.37,clear sky,0.0,0.0
303,Melbu,NO,2020-02-22 06:42:42,68.5,14.83,37.0,87,91,21.0,light snow,0.0,0.69
304,Tuatapere,NZ,2020-02-22 06:42:43,-46.13,167.68,54.0,63,24,10.0,few clouds,0.0,0.0
305,Bilma,NE,2020-02-22 06:42:43,18.69,12.92,58.35,29,73,11.54,broken clouds,0.0,0.0
306,Tateyama,JP,2020-02-22 06:42:43,34.98,139.87,64.0,55,40,25.28,scattered clouds,0.0,0.0
307,Lompoc,US,2020-02-22 06:42:43,34.64,-120.46,57.99,82,90,3.36,overcast clouds,0.0,0.0
308,Wattegama,LK,2020-02-22 06:42:44,6.8,81.48,82.4,100,75,10.29,broken clouds,0.0,0.0
309,Salalah,OM,2020-02-22 06:42:44,17.02,54.09,78.8,65,40,6.93,scattered clouds,0.0,0.0
310,Waipawa,NZ,2020-02-22 06:42:44,-41.41,175.52,66.0,82,100,10.29,overcast clouds,0.0,0.0
311,Teya,RU,2020-02-22 06:42:44,60.38,92.63,22.17,89,92,2.71,light snow,0.0,0.13
312,Kieta,PG,2020-02-22 06:42:44,-6.22,155.63,84.56,69,23,3.89,light rain,2.13,0.0
313,Laguna,US,2020-02-22 06:42:45,38.42,-121.42,61.0,47,1,5.82,clear sky,0.0,0.0
314,Puerto El Triunfo,SV,2020-02-22 06:42:45,13.28,-88.55,82.4,61,46,2.24,scattered clouds,0.0,0.0
315,Klaksvik,FO,2020-02-22 06:42:45,62.23,-6.59,33.8,68,76,36.91,moderate rain,0.0,0.0
316,Alyangula,AU,2020-02-22 06:42:45,-13.85,136.42,82.4,83,90,9.17,light intensity shower rain,0.0,0.0
317,Lobva,RU,2020-02-22 06:42:46,59.19,60.52,25.43,86,8,4.5,clear sky,0.0,0.0
318,Vorsma,RU,2020-02-22 06:42:46,55.99,43.27,39.0,86,100,11.18,overcast clouds,0.0,0.0
319,Carnarvon,AU,2020-02-22 06:42:46,-24.87,113.63,84.2,62,40,13.87,scattered clouds,0.0,0.0
320,Kudahuvadhoo,MV,2020-02-22 06:42:46,2.67,72.89,82.2,79,100,9.73,moderate rain,5.56,0.0
321,San Antonio,US,2020-02-22 06:42:25,29.42,-98.49,46.4,61,1,3.36,clear sky,0.0,0.0
322,Dorna,RO,2020-02-22 06:42:47,47.35,25.43,30.0,86,90,2.73,overcast clouds,0.0,0.0
323,Marawi,PH,2020-02-22 06:42:47,8.0,124.29,82.0,76,21,10.0,few clouds,0.0,0.0
324,Birin,NP,2020-02-22 06:42:47,26.89,88.07,59.9,54,83,6.33,light rain,0.25,0.0
325,Inuvik,CA,2020-02-22 06:42:47,68.35,-133.72,-0.4,77,75,3.36,light snow,0.0,0.0
326,Santa Cruz De La Palma,ES,2020-02-22 06:42:48,28.68,-17.76,60.8,72,90,6.93,overcast clouds,0.0,0.0
327,Yongchang,CN,2020-02-22 06:42:48,30.04,119.73,66.99,29,0,0.85,clear sky,0.0,0.0
328,Koslan,RU,2020-02-22 06:42:48,63.46,48.9,29.61,90,94,14.45,overcast clouds,0.0,0.0
329,Belyy Yar,RU,2020-02-22 06:42:48,53.6,91.39,33.8,59,100,2.24,overcast clouds,0.0,0.0
330,Denison,US,2020-02-22 06:42:48,33.76,-96.54,41.0,55,1,3.36,clear sky,0.0,0.0
331,Udachnyy,RU,2020-02-22 06:42:49,66.42,112.4,3.2,84,100,2.24,overcast clouds,0.0,0.0
332,La Ronge,CA,2020-02-22 06:42:49,55.1,-105.28,32.0,82,20,8.05,few clouds,0.0,0.0
333,Bako,ET,2020-02-22 06:42:49,5.78,36.57,78.55,56,88,1.01,overcast clouds,0.0,0.0
334,Kahului,US,2020-02-22 06:39:02,20.89,-156.47,73.4,64,1,13.87,clear sky,0.0,0.0
335,Ingham,US,2020-02-22 06:42:50,42.6,-84.38,28.0,63,1,11.41,clear sky,0.0,0.0
336,Raudeberg,NO,2020-02-22 06:42:50,61.99,5.14,41.0,80,95,21.92,light rain,0.31,0.0
337,Sorland,NO,2020-02-22 06:42:50,67.67,12.69,41.32,69,99,42.05,light snow,0.0,0.63
338,Yurgamysh,RU,2020-02-22 06:42:50,55.37,64.47,29.88,92,95,5.23,overcast clouds,0.0,0.0
339,Turukhansk,RU,2020-02-22 06:42:51,65.82,87.98,19.38,95,96,5.46,light snow,0.0,0.19
340,Wagar,SD,2020-02-22 06:42:51,16.15,36.2,67.51,56,0,8.66,clear sky,0.0,0.0
341,Goderich,CA,2020-02-22 06:42:51,43.75,-81.72,30.99,66,0,1.99,clear sky,0.0,0.0
342,Kolokani,ML,2020-02-22 06:42:52,13.57,-8.03,72.7,14,68,11.21,broken clouds,0.0,0.0
343,Quatre Cocos,MU,2020-02-22 06:42:52,-20.21,57.76,82.99,58,20,5.82,few clouds,0.0,0.0
344,Bardiyah,LY,2020-02-22 06:42:52,31.76,25.09,57.15,64,26,11.25,scattered clouds,0.0,0.0
345,Ginda,IN,2020-02-22 06:42:52,30.69,78.49,61.43,28,0,3.58,clear sky,0.0,0.0
346,Kenai,US,2020-02-22 06:42:52,60.55,-151.26,21.99,79,90,9.17,overcast clouds,0.0,0.0
347,Tabuk,PH,2020-02-22 06:42:53,17.42,121.44,79.68,57,29,5.61,light rain,0.13,0.0
348,Sandakan,MY,2020-02-22 06:42:53,5.84,118.12,86.0,70,40,16.11,scattered clouds,0.0,0.0
349,Olafsvik,IS,2020-02-22 06:42:53,64.89,-23.71,31.28,76,94,25.77,overcast clouds,0.0,0.0
350,Pingxiang,CN,2020-02-22 06:42:53,27.62,113.85,60.1,70,85,0.58,overcast clouds,0.0,0.0
351,Vardo,NO,2020-02-22 06:42:53,70.37,31.11,33.15,84,97,33.46,overcast clouds,0.0,0.0
352,Kirakira,SB,2020-02-22 06:42:54,-10.45,161.92,82.78,79,58,6.17,light rain,2.12,0.0
353,Dhidhdhoo,MV,2020-02-22 06:42:54,6.88,73.1,83.01,78,97,17.07,overcast clouds,0.0,0.0
354,Marzuq,YE,2020-02-22 06:42:54,14.4,46.47,79.0,20,34,2.1,scattered clouds,0.0,0.0
355,Holland,US,2020-02-22 06:38:35,42.79,-86.11,34.0,58,1,24.16,clear sky,0.0,0.0
356,Tazovskiy,RU,2020-02-22 06:42:55,67.47,78.7,2.34,91,29,8.1,scattered clouds,0.0,0.0
357,Hearst,CA,2020-02-22 06:40:40,49.68,-83.67,22.37,92,99,7.05,overcast clouds,0.0,0.0
358,Pinheiro,BR,2020-02-22 06:42:55,-2.52,-45.08,72.57,99,100,2.37,moderate rain,9.94,0.0
359,Fethiye,TR,2020-02-22 06:42:56,36.62,29.12,50.0,71,40,6.93,scattered clouds,0.0,0.0
360,Saint Anthony,US,2020-02-22 06:42:56,45.02,-93.22,25.0,92,1,4.7,mist,0.0,0.0
361,Pacific Grove,US,2020-02-22 06:42:56,36.62,-121.92,59.0,71,40,5.82,scattered clouds,0.0,0.0
362,San Rafael,AR,2020-02-22 06:42:57,-34.62,-68.33,58.44,37,22,1.95,few clouds,0.0,0.0
363,Syamzha,RU,2020-02-22 06:42:57,60.02,41.06,32.49,86,87,13.89,overcast clouds,0.0,0.0
364,Benguela,AO,2020-02-22 06:42:57,-12.58,13.41,78.8,83,75,0.69,broken clouds,0.0,0.0
365,San Carlos De Bariloche,AR,2020-02-22 06:42:57,-41.15,-71.31,46.4,49,0,6.93,clear sky,0.0,0.0
366,Sosnovka,RU,2020-02-22 06:42:57,56.26,51.28,33.01,98,100,6.82,light snow,0.0,0.19
367,Quba,AZ,2020-02-22 06:41:37,41.36,48.52,37.85,86,100,4.07,overcast clouds,0.0,0.0
368,Dungarpur,IN,2020-02-22 06:42:58,23.83,73.72,78.87,17,0,14.12,clear sky,0.0,0.0
369,Wuchi,CN,2020-02-22 06:42:58,29.38,103.02,43.07,80,92,4.29,overcast clouds,0.0,0.0
370,Atar,MR,2020-02-22 06:42:58,20.52,-13.05,66.43,15,52,4.52,broken clouds,0.0,0.0
371,Bitam,GA,2020-02-22 06:42:58,2.08,11.5,70.39,97,98,0.78,light rain,0.56,0.0
372,Campoverde,PE,2020-02-22 06:42:59,-8.48,-74.81,78.8,88,75,12.75,thunderstorm with rain,0.0,0.0
373,Luderitz,NA,2020-02-22 06:42:59,-26.65,15.16,68.0,72,14,23.04,few clouds,0.0,0.0
374,Son La,VN,2020-02-22 06:42:59,21.32,103.9,76.33,44,13,4.32,few clouds,0.0,0.0
375,Gat,IL,2020-02-22 06:42:59,31.61,34.76,53.6,87,40,12.75,scattered clouds,0.0,0.0
376,Amparafaravola,MG,2020-02-22 06:42:59,-17.58,48.22,69.94,87,100,3.11,light rain,0.31,0.0
377,Prainha,BR,2020-02-22 06:43:00,-1.8,-53.48,73.36,97,96,1.88,overcast clouds,0.0,0.0
378,Aktash,RU,2020-02-22 06:43:00,50.3,87.73,28.0,92,100,1.79,overcast clouds,0.0,0.0
379,Vicuna,CL,2020-02-22 06:43:00,-30.03,-70.71,60.8,87,90,2.24,overcast clouds,0.0,0.0
380,Hays,US,2020-02-22 06:43:00,30.05,-98.03,45.0,75,90,4.36,overcast clouds,0.0,0.0
381,Aromashevo,RU,2020-02-22 06:43:01,56.86,68.64,30.18,94,96,6.46,light snow,0.0,0.12
382,Uray,RU,2020-02-22 06:43:01,60.12,64.78,14.09,92,4,3.04,clear sky,0.0,0.0
383,Terra Santa,BR,2020-02-22 06:43:01,-2.1,-56.49,74.23,98,100,2.13,overcast clouds,0.0,0.0
384,Camacha,PT,2020-02-22 06:43:01,33.08,-16.33,62.6,82,40,17.22,scattered clouds,0.0,0.0
385,Kaihua,CN,2020-02-22 06:40:39,23.37,104.28,58.39,71,94,9.26,overcast clouds,0.0,0.0
386,Havelock,US,2020-02-22 06:38:04,34.88,-76.9,32.0,85,1,11.41,clear sky,0.0,0.0
387,Graaff-Reinet,ZA,2020-02-22 06:39:32,-32.25,24.53,70.0,82,88,1.01,overcast clouds,0.0,0.0
388,Santa Vitoria Do Palmar,BR,2020-02-22 06:43:02,-33.52,-53.37,59.47,66,41,11.72,scattered clouds,0.0,0.0
389,Flinders,AU,2020-02-22 06:43:03,-34.58,150.86,72.0,68,90,11.41,overcast clouds,0.0,0.0
390,San Lawrenz,MT,2020-02-22 06:43:03,36.06,14.2,55.0,87,40,8.05,scattered clouds,0.0,0.0
391,Umaria,IN,2020-02-22 06:43:03,23.53,80.83,84.99,34,21,8.86,few clouds,0.0,0.0
392,Nsanje,MW,2020-02-22 06:43:03,-16.92,35.26,80.15,84,97,0.25,overcast clouds,0.0,0.0
393,Leningradskiy,RU,2020-02-22 06:43:04,69.38,178.42,-9.13,93,100,16.82,light snow,0.0,0.19
394,Itoman,JP,2020-02-22 06:43:04,26.12,127.67,73.4,64,75,6.93,broken clouds,0.0,0.0
395,Sambava,MG,2020-02-22 06:43:05,-14.27,50.17,80.06,77,97,2.13,overcast clouds,0.0,0.0
396,Adzope,CI,2020-02-22 06:43:06,6.11,-3.86,75.67,98,73,2.48,broken clouds,0.0,0.0
397,Port Hedland,AU,2020-02-22 06:43:06,-20.32,118.57,93.2,56,0,16.11,clear sky,0.0,0.0
398,Burley,US,2020-02-22 06:40:25,42.54,-113.79,26.6,73,1,4.7,clear sky,0.0,0.0
399,Sabha,LY,2020-02-22 06:43:06,27.04,14.43,49.3,59,0,8.41,clear sky,0.0,0.0
400,Picos,BR,2020-02-22 06:43:06,-7.08,-41.47,69.98,96,100,2.26,light rain,2.5,0.0
401,Shimoda,JP,2020-02-22 06:43:07,34.67,138.95,66.2,59,75,26.4,broken clouds,0.0,0.0
402,Honningsvag,NO,2020-02-22 06:43:07,70.98,25.97,37.24,74,99,35.32,overcast clouds,0.0,0.0
403,Brandon,US,2020-02-22 06:43:07,27.94,-82.29,46.99,75,1,10.29,clear sky,0.0,0.0
404,Linxia,CN,2020-02-22 06:43:07,35.6,103.21,40.68,26,0,6.2,clear sky,0.0,0.0
405,Miyako,JP,2020-02-22 06:43:08,39.64,141.95,48.58,86,94,11.95,light rain,0.19,0.0
406,Zlobin,HR,2020-02-22 06:43:08,45.29,14.65,46.4,33,34,4.7,scattered clouds,0.0,0.0
407,Morar,IN,2020-02-22 06:43:08,26.23,78.23,74.23,41,0,4.25,clear sky,0.0,0.0
408,Bud,US,2020-02-22 06:43:08,39.45,-86.18,28.0,53,1,8.05,clear sky,0.0,0.0
409,Nampula,MZ,2020-02-22 06:43:08,-15.12,39.27,78.8,78,75,3.36,broken clouds,0.0,0.0
410,Portland,US,2020-02-22 06:43:09,45.52,-122.68,45.0,70,1,6.93,clear sky,0.0,0.0
411,Gizo,SB,2020-02-22 06:43:09,-8.1,156.84,81.16,79,43,5.99,light rain,2.56,0.0
412,Cesvaine,LV,2020-02-22 06:43:09,56.97,26.32,37.53,83,100,13.29,overcast clouds,0.0,0.0
413,Jaisalmer,IN,2020-02-22 06:43:09,26.91,70.92,76.19,35,0,12.75,clear sky,0.0,0.0
414,Duluth,US,2020-02-22 06:40:57,46.78,-92.11,26.6,79,90,9.17,overcast clouds,0.0,0.0
415,Petrolina De Goias,BR,2020-02-22 06:43:10,-16.09,-49.34,71.6,94,75,8.05,light rain,0.0,0.0
416,Hamilton,US,2020-02-22 06:43:10,39.18,-84.53,28.99,49,1,3.36,clear sky,0.0,0.0
417,Donskoye,RU,2020-02-22 06:43:10,45.46,41.97,33.8,78,90,15.66,overcast clouds,0.0,0.0
418,Elizabeth City,US,2020-02-22 06:43:10,36.29,-76.25,33.8,100,1,7.0,clear sky,0.0,0.0
419,Lagos,NG,2020-02-22 06:41:14,6.58,3.75,82.4,94,20,8.05,haze,0.0,0.0
420,Iquique,CL,2020-02-22 06:43:11,-20.22,-70.14,73.4,64,98,6.93,overcast clouds,0.0,0.0
421,Rorvik,NO,2020-02-22 06:43:11,64.86,11.24,40.33,77,97,35.46,light rain,1.37,0.0
422,Tibati,CM,2020-02-22 06:43:11,6.47,12.63,66.94,32,8,4.21,clear sky,0.0,0.0
423,Abu Samrah,SY,2020-02-22 06:43:11,35.3,37.18,50.27,71,26,5.06,scattered clouds,0.0,0.0
424,Katobu,ID,2020-02-22 06:43:11,-4.94,122.53,77.22,94,89,6.44,light rain,3.0,0.0
425,Los Llanos De Aridane,ES,2020-02-22 06:43:12,28.66,-17.92,60.8,72,90,6.93,overcast clouds,0.0,0.0
426,Vilyuysk,RU,2020-02-22 06:43:12,63.76,121.62,0.73,94,90,3.33,overcast clouds,0.0,0.0
427,Zyryanka,RU,2020-02-22 06:43:12,65.75,150.85,-14.24,87,38,5.64,scattered clouds,0.0,0.0
428,Skjervoy,NO,2020-02-22 06:43:13,70.03,20.97,39.04,62,97,23.31,overcast clouds,0.0,0.0
429,Ismailia,EG,2020-02-22 06:39:11,30.6,32.27,51.8,81,75,6.93,broken clouds,0.0,0.0
430,Plaster Rock,CA,2020-02-22 06:43:06,46.91,-67.39,12.99,51,1,5.82,clear sky,0.0,0.0
431,Nago,JP,2020-02-22 06:43:13,26.59,127.98,73.4,43,90,11.41,overcast clouds,0.0,0.0
432,Palmer,US,2020-02-22 06:43:13,42.16,-72.33,27.0,49,1,6.93,clear sky,0.0,0.0
433,Faro,PT,2020-02-22 06:43:14,37.02,-7.93,55.99,81,0,4.7,clear sky,0.0,0.0
434,Touros,BR,2020-02-22 06:43:14,-5.2,-35.46,77.0,94,40,2.24,shower rain,0.0,0.0
435,Flin Flon,CA,2020-02-22 06:43:14,54.77,-101.86,27.48,89,80,8.77,broken clouds,0.0,0.0
436,Henties Bay,NA,2020-02-22 06:43:14,-22.12,14.28,64.0,91,75,3.0,broken clouds,0.0,0.0
437,Mpongwe,ZM,2020-02-22 06:43:15,-13.51,28.16,69.58,90,49,3.24,scattered clouds,0.0,0.0
438,Chumikan,RU,2020-02-22 06:43:15,54.72,135.31,16.11,73,3,6.49,clear sky,0.0,0.0
439,Poros,GR,2020-02-22 06:43:15,37.5,23.45,48.99,61,75,6.93,broken clouds,0.0,0.0
440,Mokhsogollokh,RU,2020-02-22 06:43:15,61.47,128.92,5.43,94,100,2.1,overcast clouds,0.0,0.0
441,Cartagena,CO,2020-02-22 06:41:24,10.4,-75.51,78.8,83,40,12.75,scattered clouds,0.0,0.0
442,Yar-Sale,RU,2020-02-22 06:43:16,66.83,70.83,8.8,79,58,16.96,broken clouds,0.0,0.0
443,Anahuac,MX,2020-02-22 06:43:16,27.23,-100.15,50.65,47,79,14.38,broken clouds,0.0,0.0
444,Cabedelo,BR,2020-02-22 06:43:16,-6.98,-34.83,78.8,94,40,2.24,scattered clouds,0.0,0.0
445,Geraldton,AU,2020-02-22 06:43:16,-28.77,114.6,82.4,61,75,24.16,broken clouds,0.0,0.0
446,Ludvika,SE,2020-02-22 06:43:16,60.15,15.19,44.01,87,100,21.92,light rain,0.0,0.0
447,Chuy,UY,2020-02-22 06:43:17,-33.7,-53.46,59.47,66,41,11.72,scattered clouds,0.0,0.0
448,Krasnaya Gorka,RU,2020-02-22 06:43:17,55.2,56.67,30.2,97,100,3.91,light snow,0.0,0.13
449,Grindavik,IS,2020-02-22 06:43:17,63.84,-22.43,30.2,86,40,18.34,scattered clouds,0.0,0.0
450,Egvekinot,RU,2020-02-22 06:43:17,66.32,-179.17,-23.49,100,99,0.54,overcast clouds,0.0,0.0
451,Aras,ES,2020-02-22 06:43:18,42.56,-2.36,33.01,60,90,2.24,fog,0.0,0.0
452,Jiuquan,CN,2020-02-22 06:43:18,39.74,98.52,40.15,20,0,3.76,clear sky,0.0,0.0
453,Jalu,LY,2020-02-22 06:43:18,29.03,21.55,50.07,68,0,7.14,clear sky,0.0,0.0
454,Nazareno,MX,2020-02-22 06:43:18,25.38,-103.42,51.01,60,54,1.01,broken clouds,0.0,0.0
455,Winneba,GH,2020-02-22 06:43:19,5.35,-0.62,82.4,94,20,9.17,few clouds,0.0,0.0
456,Lehi,US,2020-02-22 06:40:32,40.39,-111.85,36.0,80,75,5.82,broken clouds,0.0,0.0
457,Katsina,NG,2020-02-22 06:43:19,12.99,7.6,65.44,18,0,13.47,clear sky,0.0,0.0
458,Ahipara,NZ,2020-02-22 06:43:19,-35.17,173.17,72.0,100,100,14.63,overcast clouds,0.0,0.0
459,Tirau,NZ,2020-02-22 06:43:19,-37.98,175.75,71.01,87,100,3.0,light rain,1.81,0.0
460,Sao Gabriel Da Cachoeira,BR,2020-02-22 06:43:20,-0.13,-67.09,76.03,85,90,0.69,overcast clouds,0.0,0.0
461,Durres,AL,2020-02-22 06:43:20,41.32,19.44,42.8,45,0,6.93,clear sky,0.0,0.0
462,Houma,US,2020-02-22 06:42:30,29.6,-90.72,46.4,86,1,5.82,clear sky,0.0,0.0
463,Kastamonu,TR,2020-02-22 06:43:20,41.5,33.67,31.98,97,100,3.8,snow,0.0,1.56
464,Thinadhoo,MV,2020-02-22 06:43:21,0.53,72.93,83.14,77,98,16.89,moderate rain,7.44,0.0
465,Boyolangu,ID,2020-02-22 06:43:21,-8.12,111.89,87.01,69,17,5.7,moderate rain,3.5,0.0
466,Taoudenni,ML,2020-02-22 06:43:21,22.68,-3.98,68.11,15,0,8.66,clear sky,0.0,0.0
467,Shevchenkove,UA,2020-02-22 06:43:22,49.7,37.17,32.0,95,75,6.71,light shower snow,0.0,0.0
468,Alice Springs,AU,2020-02-22 06:43:22,-23.7,133.88,91.4,12,0,17.22,clear sky,0.0,0.0
