City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
302,Kavieng,PG,2020-02-18 04:51:10,-2.57,150.8,83.55,79,100,13.22
303,Ratnagiri,IN,2020-02-18 04:51:11,16.98,73.3,95.76,20,45,7.99
304,Ulaanbaatar,MN,2020-02-18 04:51:11,47.91,106.88,6.8,65,75,2.24
305,Itarema,BR,2020-02-18 04:51:11,-2.92,-39.92,74.91,94,92,2.04
306,Aleksandrov Gay,RU,2020-02-18 04:51:11,50.15,48.57,31.19,88,100,17.22
307,Waycross,US,2020-02-18 04:46:25,31.21,-82.35,60.8,87,90,6.93
308,Miri,MY,2020-02-18 04:49:58,4.41,114.01,87.8,74,75,12.75
309,La Rioja,ES,2020-02-18 04:49:24,42.25,-2.5,42.8,81,90,4.7
310,Susaki,JP,2020-02-18 04:51:12,33.37,133.28,48.2,39,75,9.17
311,Port-Cartier,CA,2020-02-18 04:51:12,50.03,-66.87,-7.6,63,5,3.36
312,Miramar,US,2020-02-18 04:51:13,25.99,-80.23,77.0,78,1,4.7
313,Makakilo City,US,2020-02-18 04:51:13,21.35,-158.09,77.0,88,75,6.93
314,Kholm,RU,2020-02-18 04:51:13,59.27,32.85,37.56,92,99,14.67
315,Lubumbashi,CD,2020-02-18 04:51:13,-11.66,27.48,66.2,100,75,3.65
316,Zadar,HR,2020-02-18 04:51:13,44.12,15.24,39.99,100,20,5.82
317,Arenapolis,BR,2020-02-18 04:51:14,-14.45,-56.85,72.59,94,75,4.18
318,Tuatapere,NZ,2020-02-18 04:51:14,-46.13,167.68,61.0,87,100,8.01
319,Bowen,AU,2020-02-18 04:51:14,-20.02,148.23,91.99,70,40,6.93
320,Alofi,NU,2020-02-18 04:51:14,-19.06,-169.92,80.6,83,100,12.75
321,Svetlogorsk,BY,2020-02-18 04:51:15,52.63,29.73,41.58,98,100,6.38
322,Shenjiamen,CN,2020-02-18 04:51:15,29.96,122.3,43.09,57,0,13.58
323,Lodja,CD,2020-02-18 04:51:15,-3.48,23.43,71.1,96,100,2.06
324,Grindavik,IS,2020-02-18 04:51:15,63.84,-22.43,32.0,73,75,11.41
325,Owando,CG,2020-02-18 04:51:16,-0.48,15.9,72.01,96,100,2.44
326,Svetlyy,RU,2020-02-18 04:51:16,54.67,20.13,39.2,80,40,8.95
327,Egvekinot,RU,2020-02-18 04:51:16,66.32,-179.17,-15.84,95,89,16.33
328,Petropavlovsk-Kamchatskiy,RU,2020-02-18 04:51:16,53.05,158.65,23.0,35,16,2.89
329,Iskateley,RU,2020-02-18 04:51:17,67.68,53.15,31.1,92,100,25.19
330,Brainerd,US,2020-02-18 04:48:55,46.36,-94.2,21.2,85,40,3.36
331,Elmira,US,2020-02-18 04:51:17,42.09,-76.81,32.0,74,90,4.7
332,Korla,CN,2020-02-18 04:51:17,41.76,86.15,35.01,94,58,1.61
333,Geraldton,AU,2020-02-18 04:51:17,-28.77,114.6,100.4,22,100,10.29
334,Ornskoldsvik,SE,2020-02-18 04:51:18,63.29,18.72,35.6,80,38,16.11
335,Farafangana,MG,2020-02-18 04:51:18,-22.82,47.83,79.41,81,56,14.65
336,Cuauhtemoc,MX,2020-02-18 04:51:18,28.42,-106.87,52.84,26,100,7.25
337,Khasan,RU,2020-02-18 04:51:18,42.43,130.64,27.5,55,0,15.35
338,Ust-Tsilma,RU,2020-02-18 04:51:19,65.44,52.15,33.55,91,100,13.22
339,Strezhevoy,RU,2020-02-18 04:51:19,60.73,77.59,17.6,92,77,6.71
340,Cockburn Town,TC,2020-02-18 04:51:19,21.46,-71.14,77.99,79,8,20.45
341,Klaksvik,FO,2020-02-18 04:48:24,62.23,-6.59,41.0,80,96,17.22
342,Novo Aripuana,BR,2020-02-18 04:51:19,-5.12,-60.38,74.62,98,66,2.08
343,Arman,RU,2020-02-18 04:51:20,59.7,150.17,1.54,82,14,4.21
344,Richards Bay,ZA,2020-02-18 04:51:20,-28.78,32.04,79.21,79,70,17.67
345,Sambava,MG,2020-02-18 04:51:20,-14.27,50.17,79.18,93,100,2.35
346,Teberda,RU,2020-02-18 04:51:20,43.45,41.74,26.74,50,0,6.49
347,Kibala,TD,2020-02-18 04:51:21,9.11,18.35,72.75,23,1,3.06
348,Vilani,LV,2020-02-18 04:51:21,56.55,26.92,37.33,83,14,16.17
349,Vargem Grande,BR,2020-02-18 04:51:21,-3.54,-43.92,74.77,97,97,2.33
350,Hami,CN,2020-02-18 04:51:21,42.8,93.45,28.6,33,0,3.69
351,Oranjemund,NA,2020-02-18 04:51:21,-28.55,16.43,62.47,88,58,4.65
352,Villa Maria,AR,2020-02-18 04:51:22,-32.41,-63.24,62.01,88,49,8.01
353,Hirado,JP,2020-02-18 04:51:22,33.36,129.55,46.99,60,75,18.34
354,Mahajanga,MG,2020-02-18 04:51:22,-15.72,46.32,80.6,88,20,4.7
355,Gizo,SB,2020-02-18 04:51:22,-8.1,156.84,79.56,83,39,10.38
356,Bathsheba,BB,2020-02-18 04:51:23,13.22,-59.52,78.8,74,40,20.8
357,Cap Malheureux,MU,2020-02-18 04:51:23,-19.98,57.61,82.0,88,40,8.05
358,Iracemapolis,BR,2020-02-18 04:51:23,-22.58,-47.52,75.2,73,89,6.93
359,Nyurba,RU,2020-02-18 04:51:23,63.28,118.33,1.13,90,100,4.92
360,Nanakuli,US,2020-02-18 04:51:23,21.39,-158.15,77.0,88,75,6.93
361,Umm Lajj,SA,2020-02-18 04:51:24,25.02,37.27,66.42,40,90,4.81
362,Aklavik,CA,2020-02-18 04:51:24,68.22,-135.01,-23.8,67,5,3.18
363,Itacare,BR,2020-02-18 04:51:24,-14.28,-39.0,82.4,78,20,6.93
364,Ko Samui,TH,2020-02-18 04:51:24,9.54,99.94,84.2,74,40,17.22
365,Pyaozerskiy,RU,2020-02-18 04:51:24,65.83,31.17,34.12,95,100,8.32
366,Padra,IN,2020-02-18 04:51:25,22.23,73.08,71.6,56,0,5.82
367,Pensacola,US,2020-02-18 04:51:25,30.42,-87.22,64.4,100,90,6.93
368,Puksoozero,RU,2020-02-18 04:51:25,62.59,40.61,34.45,91,100,14.18
369,Mega,ET,2020-02-18 04:51:25,4.05,38.3,74.98,54,0,14.58
370,Muzhi,RU,2020-02-18 04:51:25,65.37,64.67,28.18,87,100,19.91
371,Caxias,PT,2020-02-18 04:51:26,38.7,-9.28,52.0,81,0,13.87
372,Mahibadhoo,MV,2020-02-18 04:51:26,3.78,72.97,83.12,74,94,17.49
373,Yenagoa,NG,2020-02-18 04:51:26,4.92,6.26,75.24,96,75,0.22
374,Maningrida,AU,2020-02-18 04:51:27,-12.07,134.27,85.24,83,14,15.52
375,Comodoro Rivadavia,AR,2020-02-18 04:51:20,-45.87,-67.5,62.6,39,33,34.45
376,Akhalgori,GE,2020-02-18 04:51:27,42.13,44.48,28.4,79,0,3.36
377,Cairns,AU,2020-02-18 04:49:31,-16.92,145.77,91.4,63,2,10.29
378,Marsh Harbour,BS,2020-02-18 04:48:03,26.54,-77.06,73.53,84,3,12.66
379,Pimentel,PE,2020-02-18 04:51:28,-6.84,-79.93,66.2,29,40,14.99
380,Eyl,SO,2020-02-18 04:51:28,7.98,49.82,78.64,75,75,16.89
381,Leh,IN,2020-02-18 04:51:29,34.17,77.58,8.02,42,1,1.45
382,Mecca,SA,2020-02-18 04:51:29,21.43,39.83,72.45,67,3,1.45
383,Dalaba,GN,2020-02-18 04:51:29,10.7,-12.25,59.83,35,0,0.49
384,Haines Junction,CA,2020-02-18 04:51:30,60.75,-137.51,15.35,95,100,10.29
385,Tigil,RU,2020-02-18 04:51:30,57.8,158.67,-8.45,92,0,2.91
386,Zaliztsi,UA,2020-02-18 04:51:30,49.79,25.37,39.54,93,100,10.16
387,Glasgow,GB,2020-02-18 04:51:31,55.87,-4.26,41.0,93,80,16.11
388,Baza,ES,2020-02-18 04:51:31,37.49,-2.77,53.01,86,98,4.27
389,Pucallpa,PE,2020-02-18 04:51:31,-8.38,-74.55,80.6,78,20,3.36
390,Paita,PE,2020-02-18 04:51:32,-5.09,-81.11,75.54,77,34,10.31
391,Te Anau,NZ,2020-02-18 04:51:32,-45.42,167.72,57.72,90,100,6.64
392,Mount Gambier,AU,2020-02-18 04:51:32,-37.83,140.77,64.4,72,75,24.16
393,Port Lincoln,AU,2020-02-18 04:51:32,-34.73,135.87,65.82,56,4,21.74
394,Augustow,PL,2020-02-18 04:51:32,53.84,22.98,37.76,88,100,9.1
395,Ulladulla,AU,2020-02-18 04:51:33,-35.35,150.47,84.2,66,75,10.29
396,Kudahuvadhoo,MV,2020-02-18 04:51:33,2.67,72.89,79.77,88,78,25.08
397,Yenotayevka,RU,2020-02-18 04:51:33,47.25,47.03,38.17,69,4,13.11
398,Roald,NO,2020-02-18 04:51:33,62.58,6.13,42.8,81,100,14.99
399,Nabire,ID,2020-02-18 04:51:34,-3.37,135.48,84.78,76,93,4.16
400,Quatre Cocos,MU,2020-02-18 04:51:34,-20.21,57.76,82.0,88,40,8.05
401,Praya,CV,2020-02-18 04:51:34,14.92,-23.51,73.4,53,20,17.22
402,Gambela,ET,2020-02-18 04:51:34,8.25,34.58,83.05,46,59,6.46
403,Acopiara,BR,2020-02-18 04:51:35,-6.1,-39.45,70.68,98,6,3.2
404,Mangan,IN,2020-02-18 04:51:35,27.52,88.53,55.09,55,3,6.22
405,Oume,JP,2020-02-18 04:51:35,35.78,139.24,55.99,39,20,8.05
406,Husavik,IS,2020-02-18 04:51:36,66.04,-17.34,32.0,94,90,8.05
407,Torres,BR,2020-02-18 04:50:53,-29.34,-49.73,76.84,89,67,15.97
408,Souillac,MU,2020-02-18 04:51:36,-20.52,57.52,82.0,88,40,8.05
409,Filadelfia,US,2020-02-18 04:47:02,39.95,-75.16,39.2,86,1,4.7
410,Barra Dos Coqueiros,BR,2020-02-18 04:51:37,-10.91,-37.04,84.2,70,40,14.99
411,Pathein,MM,2020-02-18 04:46:59,16.78,94.73,81.79,50,0,8.88
412,Iralaya,HN,2020-02-18 04:51:37,15.0,-83.23,80.58,79,0,21.0
413,Ojinaga,MX,2020-02-18 04:51:37,29.57,-104.42,69.8,15,1,10.29
414,Pauini,BR,2020-02-18 04:51:38,-7.71,-66.98,73.92,97,40,0.47
415,Valparaiso,CL,2020-02-18 04:50:19,-33.04,-71.63,62.6,51,0,4.94
416,Kisangani,CD,2020-02-18 04:51:38,0.52,25.2,70.61,99,100,1.86
417,Denizli,TR,2020-02-18 04:51:38,37.84,29.07,32.0,63,0,11.41
418,Witu,KE,2020-02-18 04:51:39,-2.39,40.44,83.32,75,28,7.99
419,Santa Rosalia,MX,2020-02-18 04:51:39,27.32,-112.28,64.36,48,100,6.29
420,Kawalu,ID,2020-02-18 04:51:39,-7.38,108.21,81.54,70,38,5.32
421,Jalu,LY,2020-02-18 04:51:39,29.03,21.55,50.29,71,2,9.84
422,Jay,US,2020-02-18 04:51:39,44.5,-70.22,19.0,52,1,8.05
423,Uvalde,US,2020-02-18 04:51:40,29.37,-99.77,71.01,88,1,6.93
424,Palana,RU,2020-02-18 04:51:40,59.12,159.97,-8.57,97,42,2.44
425,Lasa,IT,2020-02-18 04:51:40,46.62,10.7,39.99,74,40,9.17
426,Gamba,GA,2020-02-18 04:51:40,-2.65,10.0,77.74,86,95,3.69
427,Watrous,CA,2020-02-18 04:51:40,51.67,-105.47,-9.24,90,70,12.06
428,Bud,US,2020-02-18 04:51:41,39.45,-86.18,51.01,87,90,3.36
429,Saint Anthony,US,2020-02-18 04:51:41,45.02,-93.22,28.0,79,90,18.34
430,Barra Do Garcas,BR,2020-02-18 04:51:41,-15.89,-52.26,72.41,94,94,2.17
431,Noumea,NC,2020-02-18 04:51:41,-22.28,166.46,84.99,78,75,5.82
432,Codrington,AU,2020-02-18 04:51:42,-38.27,141.97,61.86,86,71,32.99
433,Shizunai,JP,2020-02-18 04:51:42,42.33,142.37,30.94,82,100,1.52
434,Ciudad Bolivar,VE,2020-02-18 04:51:42,8.12,-63.55,76.39,80,73,11.88
435,Asau,RO,2020-02-18 04:51:42,46.43,26.4,37.0,52,75,9.17
436,Torrevieja,ES,2020-02-18 04:51:42,37.98,-0.68,59.0,87,90,16.11
437,Grand-Santi,GF,2020-02-18 04:51:43,4.25,-54.38,69.48,99,36,2.93
438,Sioux Lookout,CA,2020-02-18 04:47:33,50.1,-91.92,12.2,78,90,8.05
439,Abonnema,NG,2020-02-18 04:51:43,4.71,6.79,78.69,88,78,2.51
440,Biak,ID,2020-02-18 04:51:43,-0.91,122.88,82.92,77,100,15.95
441,Port Hardy,CA,2020-02-18 04:51:43,50.7,-127.42,32.0,94,5,8.05
442,Yinchuan,CN,2020-02-18 04:51:44,38.47,106.27,41.0,14,0,3.02
443,Huilong,CN,2020-02-18 04:51:44,31.81,121.66,46.99,37,7,1.99
444,Udachnyy,RU,2020-02-18 04:51:44,66.42,112.4,8.6,92,90,4.47
445,Severnyy,RU,2020-02-18 04:51:44,50.68,36.55,33.8,80,100,11.18
446,Luderitz,NA,2020-02-18 04:51:44,-26.65,15.16,62.6,82,0,12.75
447,Rocha,UY,2020-02-18 04:51:45,-34.48,-54.33,74.12,89,33,17.29
448,Yumen,CN,2020-02-18 04:51:45,40.28,97.2,35.83,23,1,11.79
449,San Patricio,MX,2020-02-18 04:51:45,19.22,-104.7,76.75,74,0,8.16
450,Saryagash,KZ,2020-02-18 04:51:45,41.45,69.17,33.8,59,90,4.7
451,Daru,PG,2020-02-18 04:51:46,-9.08,143.21,91.58,58,45,1.7
452,Vanimo,PG,2020-02-18 04:51:46,-2.67,141.3,80.78,83,99,16.11
453,Moron,AR,2020-02-18 04:49:03,-34.65,-58.62,71.6,100,90,10.29
454,Yambio,SS,2020-02-18 04:51:46,4.57,28.4,78.42,54,41,3.78
455,Vermilion,US,2020-02-18 04:51:46,40.17,-87.75,45.0,100,90,9.89
456,Aguimes,ES,2020-02-18 04:51:47,27.91,-15.45,64.4,77,20,21.92
457,Inta,RU,2020-02-18 04:51:47,66.03,60.17,32.56,98,100,21.79
458,Rorvik,NO,2020-02-18 04:51:47,64.86,11.24,42.26,78,62,29.71
459,Ambunti,PG,2020-02-18 04:51:48,-4.24,142.84,83.48,87,93,3.8
460,Ulaangom,MN,2020-02-18 04:51:48,49.98,92.07,-6.56,94,100,3.51
461,Roma,US,2020-02-18 04:50:18,43.21,-75.46,28.0,62,1,6.93
462,Sola,VU,2020-02-18 04:51:49,-13.88,167.55,82.76,78,8,16.02
463,Teguldet,RU,2020-02-18 04:51:49,57.31,88.17,23.07,88,99,8.12
464,Mujiayingzi,CN,2020-02-18 04:51:49,42.12,118.78,33.49,36,46,3.44
465,Usakos,NA,2020-02-18 04:51:50,-22.0,15.6,68.18,41,95,3.33
466,Leua,SK,2020-02-18 04:51:50,48.22,18.61,46.99,86,90,2.24
467,Isangel,VU,2020-02-18 04:51:50,-19.55,169.27,87.8,66,40,11.41
468,Dingle,PH,2020-02-18 04:51:50,11.0,122.67,83.77,61,40,17.94
469,Lac-Megantic,CA,2020-02-18 04:51:50,45.58,-70.88,-2.0,76,20,6.93
470,Key Largo,US,2020-02-18 04:51:51,25.09,-80.45,78.01,83,1,4.7
471,Ducheng,CN,2020-02-18 04:51:51,23.24,111.53,61.79,37,0,5.46
472,Pangnirtung,CA,2020-02-18 04:51:51,66.15,-65.71,-28.03,100,100,2.51
473,Gornyy,RU,2020-02-18 04:50:54,55.12,83.91,19.27,89,99,14.85
474,Katangli,RU,2020-02-18 04:51:52,51.71,143.23,7.47,89,31,4.21
475,Mount Isa,AU,2020-02-18 04:51:52,-20.73,139.5,105.8,14,0,6.93
476,Saint-Augustin,CA,2020-02-18 04:51:52,51.23,-58.65,-2.25,81,44,12.15
477,Sistranda,NO,2020-02-18 04:51:52,63.73,8.83,42.01,80,20,19.46
478,Sao Joao Da Barra,BR,2020-02-18 04:51:53,-21.64,-41.05,77.47,86,65,15.37
479,Turayf,SA,2020-02-18 04:51:53,31.67,38.66,37.4,100,5,13.87
480,Mayo,US,2020-02-18 04:51:53,38.89,-76.51,44.6,80,1,3.36
481,Birao,CF,2020-02-18 04:51:53,10.28,22.79,74.32,20,24,14.25
482,Kantang,TH,2020-02-18 04:51:53,7.41,99.52,78.8,88,40,4.7
483,Lima,PE,2020-02-18 04:51:54,-12.04,-77.03,75.2,83,94,12.75
484,Ahtopol,BG,2020-02-18 04:51:54,42.1,27.95,32.0,100,90,3.36
485,Sokolow Podlaski,PL,2020-02-18 04:51:54,52.41,22.25,41.0,85,98,9.82
486,Quelimane,MZ,2020-02-18 04:51:54,-17.88,36.89,77.0,100,40,2.24
487,Utevka,RU,2020-02-18 04:51:54,52.9,50.95,31.37,85,100,18.59
488,Petropavl,KZ,2020-02-18 04:51:55,54.88,69.16,19.4,85,90,17.9
489,Doka,SD,2020-02-18 04:51:55,13.52,35.77,78.13,44,38,12.3
490,Avera,US,2020-02-18 04:51:55,33.19,-82.53,57.2,93,90,3.36
491,Mbulu,TZ,2020-02-18 04:51:55,-3.85,35.53,61.65,93,65,6.62
492,Celestun,MX,2020-02-18 04:51:55,20.87,-90.4,76.87,73,2,18.54
493,Nizhniy Chir,RU,2020-02-18 04:51:56,48.36,43.09,32.23,93,70,11.32
494,Bundaberg,AU,2020-02-18 04:51:56,-24.85,152.35,90.0,62,40,11.41
495,Alugan,PH,2020-02-18 04:51:57,12.22,125.48,81.07,72,25,18.66
496,Zeya,RU,2020-02-18 04:51:57,53.75,127.27,18.61,77,100,5.01
497,Westport,US,2020-02-18 04:50:05,41.14,-73.36,39.99,44,1,8.05
498,Sawakin,SD,2020-02-18 04:51:58,19.11,37.33,73.4,78,75,4.7
499,Camabatela,AO,2020-02-18 04:51:58,-8.19,15.38,65.62,93,72,0.94
500,Kushiro,JP,2020-02-18 04:51:58,42.98,144.37,32.0,93,75,5.82
501,Zhengjiatun,CN,2020-02-18 04:51:58,43.51,123.51,29.44,39,0,5.99
502,Praia,CV,2020-02-18 04:51:58,14.92,-23.51,73.4,53,20,17.22
503,Bintulu,MY,2020-02-18 04:51:59,3.17,113.03,86.0,74,75,4.7
504,Liepaja,LV,2020-02-18 04:51:59,56.54,21.04,42.8,87,97,23.04
505,Birjand,IR,2020-02-18 04:51:59,32.87,59.22,52.56,29,64,3.47
506,Iwanai,JP,2020-02-18 04:51:59,42.97,140.51,30.87,86,99,5.46
507,Miraflores,MX,2020-02-18 04:51:59,19.22,-98.81,69.8,19,5,12.75
508,Krasnogvardeyets,RU,2020-02-18 04:52:00,52.68,52.36,29.64,84,100,21.03
509,Havre-Saint-Pierre,CA,2020-02-18 04:52:00,50.23,-63.6,3.2,49,1,3.36
510,Mao,ES,2020-02-18 04:52:00,39.89,4.27,53.6,76,18,23.04
511,Lishui,CN,2020-02-18 04:49:46,28.46,119.91,49.41,39,0,4.41
512,Pitimbu,BR,2020-02-18 04:52:01,-7.47,-34.81,78.8,88,75,10.29
513,Berdigestyakh,RU,2020-02-18 04:52:01,62.1,126.7,-1.1,93,97,3.67
514,Guarapari,BR,2020-02-18 04:52:01,-20.67,-40.5,78.8,88,20,4.7
515,Ganzhou,CN,2020-02-18 04:52:01,28.82,115.43,51.66,50,0,5.08
516,Ahualulco,MX,2020-02-18 04:52:02,22.4,-101.17,66.2,34,5,5.82
517,Ca Mau,VN,2020-02-18 04:49:21,9.18,105.15,91.53,42,38,22.19
518,Deputatskiy,RU,2020-02-18 04:52:02,69.3,139.9,-10.17,98,77,2.48
519,Mason City,US,2020-02-18 04:49:29,43.15,-93.2,32.0,86,90,24.16
520,Zhenjiang,CN,2020-02-18 04:52:03,32.21,119.43,57.0,33,19,1.01
521,Idlib,SY,2020-02-18 04:52:03,35.93,36.63,42.8,81,75,2.24
522,Woodward,US,2020-02-18 04:47:43,36.43,-99.39,46.0,52,1,17.22
523,Tucuma,BR,2020-02-18 04:52:03,-0.18,-50.05,77.13,85,75,8.03
524,Hun,LY,2020-02-18 04:52:04,29.13,15.95,51.57,81,77,3.11
525,Santa Maria,BR,2020-02-18 04:52:04,-29.68,-53.81,79.11,68,61,11.25
526,Nurobod,UZ,2020-02-18 04:52:04,40.91,69.8,33.8,99,90,4.7
527,Botwood,CA,2020-02-18 04:52:05,49.15,-55.35,23.0,85,20,6.93
528,Yemelyanovo,RU,2020-02-18 04:52:05,56.17,92.68,15.8,85,100,2.24
529,Taungdwingyi,MM,2020-02-18 04:52:05,20.02,95.55,92.8,16,0,13.8
530,Davila,PH,2020-02-18 04:52:05,18.47,120.58,84.2,48,20,12.75
531,Biled,RO,2020-02-18 04:52:05,45.89,20.96,46.99,90,49,6.93
532,Suba,PH,2020-02-18 04:52:06,10.84,121.01,79.97,75,0,25.79
533,Taoudenni,ML,2020-02-18 04:52:06,22.68,-3.98,65.35,18,91,8.05
534,Sorland,NO,2020-02-18 04:52:06,67.67,12.69,33.8,96,90,6.93
535,Palmerston,AU,2020-02-18 04:52:06,-12.49,130.98,93.2,56,75,17.22
536,Port Keats,AU,2020-02-18 04:52:07,-14.25,129.55,88.3,72,39,10.71
537,Blagoyevo,RU,2020-02-18 04:52:07,63.37,47.92,33.71,95,100,13.4
538,Camacha,PT,2020-02-18 04:52:07,33.08,-16.33,62.6,82,75,14.99
539,Hasanabad,IR,2020-02-18 04:52:07,36.55,61.05,41.0,75,95,6.93
540,Gazanjyk,TM,2020-02-18 04:52:07,39.24,55.52,38.3,63,53,13.31
541,Nieves,PH,2020-02-18 04:52:08,15.33,120.95,86.0,51,75,13.87
542,Killybegs,IE,2020-02-18 04:52:08,54.63,-8.45,39.0,88,100,7.0
543,Quballat,TN,2020-02-18 04:52:08,36.54,9.66,48.2,93,20,2.24
544,Zhezkazgan,KZ,2020-02-18 04:52:08,47.8,67.71,-2.2,84,75,2.24
545,Wilmington,US,2020-02-18 04:52:09,34.23,-77.94,55.4,71,75,4.7
546,Sandviken,SE,2020-02-18 04:52:09,60.62,16.77,43.0,69,9,5.99
547,Laguna,US,2020-02-18 04:52:09,38.42,-121.42,60.8,22,1,11.41
548,Tautira,PF,2020-02-18 04:52:09,-17.73,-149.15,84.2,74,20,5.82
549,Pahrump,US,2020-02-18 04:48:09,36.21,-115.98,54.0,14,1,6.93
550,Kutum,SD,2020-02-18 04:52:10,14.2,24.67,61.2,27,0,4.18
551,Fort Saint James,CA,2020-02-18 04:52:10,54.43,-124.25,14.65,90,18,3.58
552,Linhai,CN,2020-02-18 04:52:10,28.85,121.12,57.99,10,0,4.9
553,Sabaudia,IT,2020-02-18 04:52:11,41.3,13.03,48.99,87,40,3.36
554,Batesville,US,2020-02-18 04:52:11,35.77,-91.64,59.0,93,100,3.36
555,Broome,US,2020-02-18 04:52:11,42.25,-75.83,30.0,73,90,5.82
556,San Rafael,AR,2020-02-18 04:49:57,-34.62,-68.33,61.97,47,0,3.06
557,Morehead,US,2020-02-18 04:52:12,37.27,-87.18,57.2,76,40,9.17
558,Klyuchi,RU,2020-02-18 04:52:12,52.27,79.17,16.21,94,100,13.24
559,La Chapelle-Sur-Erdre,FR,2020-02-18 04:52:12,47.3,-1.55,46.99,93,20,8.05
560,Mwinilunga,ZM,2020-02-18 04:52:12,-11.74,24.43,65.01,94,100,2.06
561,Araouane,ML,2020-02-18 04:52:12,18.9,-3.53,68.61,15,87,9.37
562,Kabo,CF,2020-02-18 04:52:13,7.7,18.63,71.53,24,24,4.36
563,Loa Janan,ID,2020-02-18 04:52:13,-0.58,117.09,80.82,87,97,0.85
